,OSEBuildingID,BuildingType,PrimaryPropertyType,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,GFAParkingRate,GFABuildingsRate,LargestPropertyUseType,LargestGFARate,SecondLargestPropertyUseType,SecondLargestGFARate,ThirdLargestPropertyUseType,ThirdLargestGFARate,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,Latitude,Longitude,Description,Zone,Haversine(km),GFAPerBuilding,GFAPerFloor
2219,24710,NonResidential,Other,1909,1.0,4.0,44775.0,0.0,100.0,Other,100.0,No information,0.0,No information,0.0,,928399.3125,27.635,-0.012769499999997436,-0.0018492000000094322,1020 building at 1020 1st Ave S,GREATER DUWAMISH,1.4266590964983374,44775.0,11193.75
2220,24711,NonResidential,Small- and Mid-Sized Office,1910,1.0,5.0,32250.0,0.0,100.0,Office,100.0,No information,0.0,No information,0.0,91.5,792034.6875,11.425,-0.009679499999997176,-0.0017291999999997643,Fobes Building - 558 at 558 1st Avenue South,South DownTown,1.0840933746989696,32250.0,6450.0
2221,24712,NonResidential,Small- and Mid-Sized Office,1909,1.0,7.0,36000.0,0.0,100.0,Office,87.5,No information,0.0,No information,0.0,43.5,1602981.4375,11.175,-0.009769499999997322,-0.001599200000001133,Fobes Building - 562 at 562 1st Avenue South,South DownTown,1.0929175335415593,36000.0,5142.86
2222,24714,NonResidential,Warehouse,1938,1.0,2.0,41276.0,0.0,100.0,Non-Refrigerated Warehouse,58.87,Retail Store,32.18,Office,8.94,,2282250.0,84.28,-0.01518949999999819,-0.002769200000003025,Great Floors at 1251 1st Ave S,GREATER DUWAMISH,1.7017128204322287,41276.0,20638.0
2223,24716,NonResidential,Refrigerated Warehouse,1937,0.0,2.0,24430.0,0.0,100.0,Refrigerated Warehouse,64.13,Other,35.57,No information,0.0,,1265347.4375,24.36,-0.016249500000000694,-0.003369200000008732,Pacific Commercial at 85 South Atlantic St.,GREATER DUWAMISH,1.8244397774458563,inf,12215.0
2224,24717,NonResidential,Other,1910,1.0,3.0,27690.0,0.0,100.0,Other,89.26,No information,0.0,No information,0.0,,16979.45019,0.12,-0.01832950000000011,-0.0025092000000057624,1701 First Ave South LLC at 1701 First Ave South,GREATER DUWAMISH,2.0468160830203543,27690.0,9230.0
2225,24720,NonResidential,Small- and Mid-Sized Office,1927,1.0,1.0,22580.0,0.0,100.0,Office,100.0,No information,0.0,No information,0.0,90.0,938779.9375,10.235,-0.019349499999997022,-0.0026292000000012195,Guardian Security Systems at 1743 1st Ave S,GREATER DUWAMISH,2.160582658997294,22580.0,22580.0
2227,24725,NonResidential,Warehouse,1926,1.0,1.0,20000.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,24.0,649028.0625,28.85,-0.004249500000000239,0.0156407999999999,Seattle Curtain Mfg Co at 104 Twelfth Avenue,CENTRAL,1.2642653714954322,20000.0,20000.0
2228,24726,NonResidential,Warehouse,1954,1.0,1.0,42000.0,0.0,100.0,Non-Refrigerated Warehouse,90.48,Office,9.52,No information,0.0,,2052444.8125,81.025,-0.003919499999994969,0.016440799999998035,"Archives, Records and Elections Warehouse at 1215 E Fir St",CENTRAL,1.307398241821099,42000.0,42000.0
2235,24758,NonResidential,Warehouse,1962,1.0,1.0,24248.0,13.32,86.68,Warehouse,86.68,No information,0.0,No information,0.0,,110382.35155,0.785,0.00619050000000243,0.015780800000001705,TRW Building at 1120 12th Ave,CENTRAL,1.368709619265645,24248.0,24248.0
2238,24769,NonResidential,Residential Care Facility,2009,1.0,6.0,244500.0,0.0,100.0,Residential Care Facility,100.0,No information,0.0,No information,0.0,99.5,11404180.0,302.695,0.09556050000000482,0.008510799999996266,Aljoya Thornton Place at 450 NE 100th St,NORTH,10.64496212991865,244500.0,40750.0
2241,24778,NonResidential,Warehouse,1932,1.0,1.0,24617.0,0.0,100.0,Non-Refrigerated Warehouse,92.42,No information,0.0,No information,0.0,98.0,100552.0,0.705,-0.05004950000000008,-0.0068291999999985364,5055 Properties LLC (ID24778) at 5055 E Marginal Way S,GREATER DUWAMISH,5.588781571589687,24617.0,24617.0
2242,24780,NonResidential,Other,2009,1.0,3.0,127065.0,66.67,33.33,Office,33.33,No information,0.0,No information,0.0,,3269115.25,22.79,-0.04790949999999583,0.0006107999999898084,McKinstry SEA - 210 S Hudson Innovation Center at 210 S Hudson St,GREATER DUWAMISH,5.3274976790007695,127065.0,42355.0
2243,24781,NonResidential,Retail Store,1964,1.0,1.0,37247.0,0.0,100.0,Retail Store,100.0,No information,0.0,No information,0.0,71.5,1696837.25,56.25,-0.04848949999999519,0.00183079999999336,Grainger Branch 756 at 4930 3rd Ave S,GREATER DUWAMISH,5.393542190958277,37247.0,37247.0
2248,24803,NonResidential,Retail Store,1993,1.0,1.0,25384.0,0.0,100.0,Retail Store,92.45,No information,0.0,No information,0.0,13.5,2755483.25,62.325,0.08661049999999904,-0.043879200000006335,"JG Crown Hill, LLC at 8700 15th Ave NW",BALLARD,10.176118976542128,25384.0,25384.0
2250,24822,NonResidential,Small- and Mid-Sized Office,1910,0.0,3.0,49052.0,0.0,100.0,Office,66.04,Retail Store,20.5,No information,0.0,93.0,1652456.8125,11.52,-0.021589499999997486,-0.0026292000000012195,1943 First Avenue at 1943 1st Avenue South,GREATER DUWAMISH,2.408728118771327,inf,16350.67
2251,24823,NonResidential,Warehouse,1900,1.0,2.0,52110.0,0.0,100.0,Non-Refrigerated Warehouse,61.41,No information,0.0,No information,0.0,41.0,494362.59375,20.21,-0.023029499999999814,-0.0026292000000012195,Millwork Supply at 2225 1ST AVE S,GREATER DUWAMISH,2.56834543180288,52110.0,26055.0
2252,24825,NonResidential,Small- and Mid-Sized Office,1910,1.0,2.0,20970.0,0.0,100.0,Office,100.0,No information,0.0,No information,0.0,83.5,254740.5469,6.355,-0.023289499999997076,-0.002609200000009082,2233 Building at 2233 1st AVE.South,GREATER DUWAMISH,2.5970584151114027,20970.0,10485.0
2253,24830,NonResidential,Small- and Mid-Sized Office,1937,1.0,2.0,41247.0,0.0,100.0,Office,67.0,Other,33.0,No information,0.0,,1482932.375,37.395,-0.03026949999999573,-0.004169200000006867,Sodo Commerce Building at 66 Hanford St,GREATER DUWAMISH,3.380309850057794,41247.0,20623.5
2254,24840,NonResidential,Small- and Mid-Sized Office,1923,1.0,1.0,33874.0,0.0,100.0,Office,70.85,Non-Refrigerated Warehouse,26.2,Social/Meeting Hall,2.95,94.5,768209.34375,13.235,-0.030929499999999166,-0.002669199999999705,KR Trigger Building at 3201 1st Ave S,GREATER DUWAMISH,3.445028469621407,33874.0,33874.0
2258,24857,NonResidential,Retail Store,1966,1.0,1.0,53547.0,0.0,100.0,Retail Store,53.66,Supermarket/Grocery Store,46.34,No information,0.0,90.5,11513071.0,365.0,-0.05889949999999544,0.04737079999999594,(ID24857) EMPIRE CENTER at 6032 M L KING JR WAY S,SOUTHEAST,7.451202215071913,53547.0,53547.0
2261,24862,NonResidential,K-12 School,1962,1.0,3.0,31375.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,95.0,1245296.375,52.6,-0.0673294999999996,-0.043549200000001065,Our Lady of Guadalupe School at 3401 SW Myrtle St.,DELRIDGE,8.16847926394345,31375.0,10458.33
2263,24868,NonResidential,Worship Facility,1965,1.0,1.0,22000.0,0.0,100.0,Worship Facility,100.0,No information,0.0,No information,0.0,34.5,1002096.84375,47.495,0.033790500000002055,-0.06533919999999682,Magnolia at 2415 31st Ave,MAGNOLIA / QUEEN ANNE,6.172302397824992,22000.0,22000.0
2264,24876,NonResidential,Warehouse,1990,1.0,2.0,103263.0,30.4,69.6,Warehouse,69.6,No information,0.0,No information,0.0,,1168716.875,41.275,0.09658050000000173,-0.024179200000006063,Greenwood Self Service Storage at 10115 Greenwood Ave N.,NORTHWEST,10.890910925859398,103263.0,51631.5
2267,24886,NonResidential,Small- and Mid-Sized Office,1971,1.0,2.0,39953.0,0.0,100.0,Office,75.34,No information,0.0,No information,0.0,92.5,1530603.4375,27.975,-0.00508949999999686,0.030490799999995488,RCC at 100 23RD AVE S,CENTRAL,2.3550219569792863,39953.0,19976.5
2270,24893,NonResidential,Retail Store,1998,1.0,2.0,21200.0,0.0,100.0,Retail Store,66.83,Office,33.17,No information,0.0,14.0,1702610.25,11.87,-0.00613949999999619,0.03037080000000003,Promenade North 1 at 306 23rd Ave S,CENTRAL,2.377174949291759,21200.0,10600.0
2271,24895,NonResidential,Supermarket/Grocery Store,1980,1.0,1.0,30912.0,0.0,100.0,Supermarket/Grocery Store,92.1,Other,7.9,No information,0.0,27.0,6282997.0,53.69,-0.007579499999998518,0.030630799999997294,Promenade South 1 at 2309 S Jackson St,CENTRAL,2.4463283608101496,30912.0,30912.0
2272,24896,NonResidential,Retail Store,1980,1.0,2.0,23421.0,0.0,100.0,Retail Store,82.28,Bank Branch,17.72,No information,0.0,23.5,1931327.1875,13.465,-0.007579499999998518,0.030630799999997294,Promenade South 2 at 2309 S Jackson St,CENTRAL,2.4463283608101496,23421.0,11710.5
2274,24904,NonResidential,Mixed Use Property,1928,1.0,2.0,23000.0,0.0,100.0,Other,100.0,No information,0.0,No information,0.0,,595839.0,16.59,0.028320499999999527,-0.04368920000000287,RETAIL at 1630 15TH AVE W,MAGNOLIA / QUEEN ANNE,4.543037773806559,23000.0,11500.0
2276,24908,SPS-District K-12,K-12 School,1931,1.0,3.0,117116.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,83.5,5200061.25,229.48,0.07027049999999946,-0.048439200000004234,Salmon Bay K-8 at 1810 NW 65th St.,BALLARD,8.615363214078945,117116.0,39038.67
2277,24909,NonResidential,Worship Facility,1928,1.0,2.0,24120.0,0.0,100.0,Worship Facility,100.0,No information,0.0,No information,0.0,73.0,821953.59375,29.495,0.0702205000000049,-0.050369200000005776,Ballard First Lutheran Church at 2006 NW 65th Street,BALLARD,8.672256864149523,24120.0,12060.0
2278,24911,NonResidential,Worship Facility,1929,1.0,3.0,35736.0,0.0,100.0,Worship Facility,81.07,Office,18.93,No information,0.0,89.0,1108541.625,48.755,0.07021050000000173,-0.0529391999999973,Trinity United Methodist Church at 6512 23rd Avenue NW,BALLARD,8.75676540811363,35736.0,11912.0
2281,24943,NonResidential,Warehouse,1941,1.0,1.0,51050.0,0.0,100.0,Non-Refrigerated Warehouse,96.96,No information,0.0,No information,0.0,7.5,1215359.875,23.66,-0.03329949999999826,-0.004009199999998714,24943-60S-E at 60 South Spokane Street,GREATER DUWAMISH,3.714927714696191,51050.0,51050.0
2282,24948,NonResidential,Retail Store,1954,1.0,2.0,21900.0,0.0,100.0,Retail Store,100.0,No information,0.0,No information,0.0,39.5,1206839.9375,35.505,-0.035769500000000676,-0.0026992000000092276,(ID24948) BARGREEN-ELLINGSON at 3627 1ST AVE S,GREATER DUWAMISH,3.9825403804414243,21900.0,10950.0
2283,24950,NonResidential,Other,1952,1.0,1.0,25460.0,0.0,100.0,Other,32.3,No information,0.0,No information,0.0,,875193.9375,6.1,-0.018449499999995567,0.009340799999989713,COIN at 811 S MASSACHUSETTS ST,GREATER DUWAMISH,2.1677623420649224,25460.0,25460.0
2284,24955,NonResidential,Distribution Center,1952,1.0,1.0,65164.0,0.0,100.0,Distribution Center,100.0,No information,0.0,No information,0.0,99.0,213137.39845,3.895,-0.03392949999999928,-0.006449200000005817,3420/3430 E. Marginal Way Whse at 3420/3430 E. Marginal Way,GREATER DUWAMISH,3.8036682825258104,65164.0,65164.0
2285,24958,NonResidential,Warehouse,1964,1.0,1.0,33462.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,1.0,1766729.1875,12.32,-0.03290949999999526,-0.005389199999996208,3401 Colorado Ave S. Whse at 3401 Colorado Ave. S.,GREATER DUWAMISH,3.681625206469521,33462.0,33462.0
2286,24959,NonResidential,Mixed Use Property,1952,1.0,1.0,35310.0,0.0,100.0,Other,29.65,Non-Refrigerated Warehouse,27.97,Refrigerated Warehouse,25.14,,1539128.375,47.805,-0.031149499999997943,-0.006579200000004448,Hanford Center at 25 S Hanford St,GREATER DUWAMISH,3.4986357835282353,35310.0,35310.0
2290,24991,NonResidential,Other,1962,1.0,3.0,36140.0,0.0,100.0,Other,96.11,No information,0.0,No information,0.0,,4462059.5,31.105,-0.06536949999999564,0.0088507999999905,DUWAMISH at 7000 E MARGINAL WAY S,GREATER DUWAMISH,7.299028327998153,36140.0,12046.67
2291,24994,NonResidential,Other,1991,1.0,2.0,51024.0,41.91,58.09,Mall,58.09,No information,0.0,No information,0.0,,8195906.0,301.025,-0.007329499999997324,0.015290800000002491,Ding How Shopping Center at 1207 S Jackson St,South DownTown,1.4066075383133831,51024.0,25512.0
2292,25000,NonResidential,Warehouse,1930,1.0,1.0,23903.0,0.0,100.0,Non-Refrigerated Warehouse,76.77,Worship Facility,18.83,No information,0.0,77.0,409582.2969,14.785,-0.008469499999996799,0.01283080000000325,KLC GROUP LLC at 1000 S WELLER ST,South DownTown,1.3462464093138855,23903.0,23903.0
2293,25001,NonResidential,Warehouse,1947,1.0,3.0,22522.0,0.0,100.0,Warehouse,100.0,No information,0.0,No information,0.0,,645504.4375,28.14,0.07303050000000155,0.01493080000000191,Econo Mini Storage at 6920 Roosevelt Way NE,NORTHEAST,8.197310376701337,22522.0,7507.33
2294,25002,NonResidential,Warehouse,1996,1.0,4.0,38959.0,0.0,100.0,Warehouse,100.0,No information,0.0,No information,0.0,,1017923.6875,28.44,0.07286050000000444,0.015030799999991018,Roosevelt Self Storage at 6910 Roosevelt Way NE,NORTHEAST,8.179612709754233,38959.0,9739.75
2297,25025,NonResidential,Warehouse,1928,1.0,2.0,25955.0,0.0,100.0,Non-Refrigerated Warehouse,54.52,Services,33.69,Office,11.79,,1490143.0,10.385,-0.0196394999999967,0.02712079999999162,(ID25025) 1801 Ranier Ave S at 1801 Ranier Ave S,GREATER DUWAMISH,2.984077278445907,25955.0,12977.5
2299,25042,NonResidential,Other,1966,1.0,2.0,33332.0,0.0,100.0,Medical Office,100.0,No information,0.0,No information,0.0,,662012.0,22.78,-0.0181194999999974,0.021970799999991186,ALAN FRIEDMAN BUILDING at 1701 18TH AVE S,GREATER DUWAMISH,2.60259041859712,33332.0,16666.0
2309,25069,Campus,K-12 School,1923,1.0,4.0,46100.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,70.5,2315938.375,86.725,0.001650500000003774,0.007200799999992569,O'Dea High School at 802 Terry Ave.,EAST,0.5701809185150333,46100.0,11525.0
2317,25115,NonResidential,Worship Facility,1951,1.0,2.0,21936.0,0.0,100.0,Worship Facility,100.0,No information,0.0,No information,0.0,96.5,603249.6875,28.625,0.10276050000000225,-0.02285919999999919,Bethel Presbyterian Church at 11010 Greenwood Ave N,NORTHWEST,11.554013659060757,21936.0,10968.0
2319,25124,NonResidential,Other,1960,1.0,1.0,25406.0,0.0,100.0,Services,100.0,No information,0.0,No information,0.0,,2359768.0,40.32,0.10995050000000361,0.03645079999999723,4H Investments at 12001 31st AVE NE,NORTH,12.527012480013912,25406.0,25406.0
2328,25148,NonResidential,Small- and Mid-Sized Office,1967,1.0,2.0,23250.0,0.0,100.0,Office,94.68,No information,0.0,No information,0.0,53.0,933480.5,6.505,-0.045929499999999734,0.04626079999999888,EJ and J Pacific at 4714 Rainier Ave S,SOUTHEAST,6.174274546963735,23250.0,11625.0
2331,25163,NonResidential,Warehouse,1960,1.0,1.0,30000.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,27.0,2917363.0,126.52,-0.046739500000001044,0.0008607999999981075,McKinstry SEA - 4800 Denver Warehouse at 4800 Denver Ave S.,GREATER DUWAMISH,5.197603460883941,30000.0,30000.0
2332,25165,Nonresidential COS,Warehouse,1962,1.0,1.0,45036.0,0.0,100.0,Non-Refrigerated Warehouse,46.87,Services,31.25,Office,15.0,,1884276.875,54.345,-0.04110949999999747,0.010020799999992391,SDOT Traffic Shop at 4500 Airport Way S,GREATER DUWAMISH,4.632544698582139,45036.0,45036.0
2350,25217,SPS-District K-12,K-12 School,1962,1.0,1.0,51410.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,84.5,1917853.625,59.505,-0.03353949999999628,-0.06469920000000684,Schmitz Park Building at 5000 S.W. Spokane St.,SOUTHWEST,6.119737111161311,51410.0,51410.0
2353,25222,NonResidential,Mixed Use Property,2009,1.0,39.0,1074552.0,10.43,89.57,Lodging/Residential,28.99,Hotel,28.2,No information,0.0,63.5,26845154.0,461.61,0.0074505000000044674,-0.002179200000000492,Olive 8 at 737 Olive Way,North DownTown,0.8444121258486229,1074552.0,27552.62
2362,25250,NonResidential,College/University,1959,1.0,2.0,122679.0,0.0,100.0,College/University,82.36,Restaurant,1.63,No information,0.0,,13595943.5,449.89,0.04306050000000283,-0.02959920000000693,Student Union Building / Royal Brougham Pavilion at 315 W. Bertona,MAGNOLIA / QUEEN ANNE,5.276951487380797,122679.0,61339.5
2363,25251,Campus,College/University,1945,14.0,2.0,537000.0,0.0,100.0,College/University,99.41,No information,0.0,No information,0.0,,76297118.0,2986.95,0.04306050000000283,-0.02959920000000693,5th Avenue Master Meter at 3307 3rd Ave. W,MAGNOLIA / QUEEN ANNE,5.276951487380797,38357.14,268500.0
2366,25268,NonResidential,Small- and Mid-Sized Office,1980,1.0,4.0,23022.0,0.0,100.0,Office,100.0,No information,0.0,No information,0.0,79.5,1007609.9375,14.5,0.10249050000000182,0.03118080000000134,(ID25268) LANDMARK BUILDING at 11000 LAKE CITY WAY NE,NORTH,11.633255617754964,23022.0,5755.5
2368,25275,NonResidential,Refrigerated Warehouse,1967,1.0,1.0,27263.0,0.0,100.0,Refrigerated Warehouse,80.7,Other,9.9,Office,9.17,,2462204.0,17.165,-0.04450949999999665,0.0032307999999972026,Express Cold Storage at 4604 4th Ave S,GREATER DUWAMISH,4.955165838447468,27263.0,27263.0
2369,25276,NonResidential,Warehouse,1962,1.0,1.0,33000.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,12.5,2886451.25,117.35,-0.04337950000000035,0.003190799999998717,Pedersens Rentals at 4500 4th Avenue South,GREATER DUWAMISH,4.829519915795433,33000.0,33000.0
2370,25277,NonResidential,Warehouse,1956,1.0,1.0,22509.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,65.0,154958.89845,1.08,-0.042889500000001135,0.0032707999999956883,Pedersen Party Rentals at 4424 4th Ave. S.,GREATER DUWAMISH,4.7754064323544165,22509.0,22509.0
2371,25278,NonResidential,Warehouse,1956,1.0,1.0,39984.0,0.0,100.0,Non-Refrigerated Warehouse,77.99,Office,22.01,No information,0.0,69.5,1240071.6875,44.6,-0.04203950000000134,0.003130799999993883,(ID25278) 4400 BUILDING at 4400 4TH AVE S,GREATER DUWAMISH,4.680479303808719,39984.0,39984.0
2376,25317,SPS-District K-12,K-12 School,1925,1.0,2.0,73769.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,93.0,2434905.0,90.22,0.018370500000003176,0.013730799999990495,Lowell Elementary at 1058 E. Mercer St.,EAST,2.2873467289226275,73769.0,36884.5
2380,25325,NonResidential,Worship Facility,1906,1.0,1.0,26440.0,0.0,100.0,Worship Facility,100.0,No information,0.0,No information,0.0,90.5,707866.59375,26.86,0.01708049999999872,0.011920799999998621,All Pilgrims Christian Church at 500 Broadway E,EAST,2.0989675645942496,26440.0,26440.0
2393,25361,SPS-District K-12,K-12 School,1961,1.0,1.0,45370.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,83.0,1436773.875,24.63,0.07910050000000268,0.049440799999999285,Decatur Building at 7711 43rd Ave. N.E.,NORTHEAST,9.543602213443751,45370.0,45370.0
2395,25364,NonResidential,Warehouse,1956,1.0,2.0,28800.0,0.0,100.0,Warehouse,100.0,No information,0.0,No information,0.0,,1147204.3125,29.56,-0.013339500000000726,0.021690800000001786,Seattle Self Storage at 1100 Poplar Place S,GREATER DUWAMISH,2.20118665252336,28800.0,14400.0
2397,25371,NonResidential,K-12 School,2009,4.0,2.0,31100.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,91.0,1149336.0625,28.165,0.011680500000004201,0.04585079999999664,Epiphany School at 1802 36TH AVE,CENTRAL,3.6742755170586423,7775.0,15550.0
2418,25451,NonResidential,Restaurant,1978,1.0,2.0,26519.0,0.0,100.0,Restaurant,51.25,Office,48.75,No information,0.0,,3717064.0,97.27,0.02289050000000259,0.0003607999999957201,Yale Street Landing  and Ocean Alexander at 1001 Fairview Ave N,LAKE UNION,2.545454644551888,26519.0,13259.5
2419,25452,NonResidential,Mixed Use Property,1988,1.0,2.0,58434.0,26.36,73.64,Restaurant,40.0,Other,33.64,No information,0.0,,14676278.5,494.64,0.021570500000002824,-0.0014292000000040161,Chandler's Cove - SEDO at 901 Fairview Ave. N.,LAKE UNION,2.400924547140432,58434.0,29217.0
2420,25455,NonResidential,Other,1922,1.0,1.0,23050.0,0.0,100.0,Automobile Dealership,100.0,No information,0.0,No information,0.0,,4291789.0,137.23,0.01996050000000338,-0.00802920000000995,DUCATI SEATTLE at 711 9TH AVE N,MAGNOLIA / QUEEN ANNE,2.2996583331722555,23050.0,23050.0
2421,25457,NonResidential,Other,1921,1.0,2.0,26300.0,0.0,100.0,Social/Meeting Hall,100.0,No information,0.0,No information,0.0,,3357094.25,109.22,0.02017049999999898,-0.007349200000007272,Art Marble 21 at 731 Westlake Ave N,MAGNOLIA / QUEEN ANNE,2.309518272642669,26300.0,13150.0
